family,rich,AM,EM,NM,OM,ER,UNK,AM.perc,EM.perc,NM.perc,OM.perc,ER.perc,UNK.perc,type.50,type.60,type.80,type.100,stem.age,r.e0,r.e05,r.e09,shannon
Eupteleaceae,2,2,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,133.019922,0.00521085240570165,0.00304815325412809,0.000716510567524802,0
Fagaceae,1101,0,1101,0,0,0,0,0,1,0,0,0,0,EM,EM,EM,EM,62.305399,0.112413598967927,0.101303176136516,0.0755878347125637,0
Flagellariaceae,4,4,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,61.67186,0.0224785560403057,0.0148575173810901,0.00425419736760803,0
Fouquieriaceae,12,12,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,83.882361,0.0296237089677054,0.0223146100632717,0.00884497450816122,0
Frankeniaceae,73,0,0,73,0,0,0,0,0,1,0,0,0,NM,NM,NM,NM,49.422973,0.0868110350453501,0.073061527736185,0.0425740101525298,0
Garryaceae,25,25,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,76.404063,0.0421296420436201,0.0335708502499604,0.0160171512295376,0
Geissolomataceae,1,0,0,0,0,0,1,0,0,0,0,0,1,UNK,UNK,UNK,UNK,53.671505,0,0,0,0
Gelsemiaceae,13,13,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,46.338847,0.0553520323339408,0.04199306359641,0.0170150405417785,0
Gentianaceae,1682,1572,0,11,0,0,99,0.934601664684899,0,0.00653983353151011,0,0,0.058858501783591,AM,AM,AM,MIX,52.028837,0.142761961804622,0.129451019895579,0.0986085899998982,0.0414546381881955
Geraniaceae,841,841,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,73.98946,0.0910209597417382,0.0816688327456692,0.0600443800575152,0
Gerrardinaceae,2,0,0,0,0,0,2,0,0,0,0,0,1,UNK,UNK,UNK,UNK,98.689543,0.00702351190905753,0.00410849109016711,0.000965757636595044,0
Gesneriaceae,3122,2896,0,0,0,0,226,0.927610506085842,0,0,0,0,0.0723894939141576,AM,AM,AM,MIX,40.96756,0.196404889651114,0.179493291197307,0.140270072914578,0
Ginkgoaceae,2,2,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,268.100082,0.00258540458245718,0.00151236472993009,0.000355502240407091,0
Gisekiaceae,7,4,0,3,0,0,0,0.571428571428571,0,0.428571428571429,0,0,0,AM,MIX,MIX,MIX,42.548454,0.0457339801125398,0.032581544822284,0.0110463150845795,0.682908104700472
Gnetaceae,41,0,41,0,0,0,0,0,1,0,0,0,0,EM,EM,EM,EM,87.108282,0.0426316761327506,0.0349510100282247,0.0184762903765465,0
Gomortegaceae,1,1,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,97.712362,0,0,0,0
Goodeniaceae,329,94,232,0,0,0,3,0.285714285714286,0.70516717325228,0,0,0,0.00911854103343465,EM,EM,MIX,MIX,56.194186,0.103143370575123,0.0908625222171664,0.0626481323617531,0.600661860630621
Goupiaceae,2,2,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,89.784771,0.00772009743790453,0.00451596750308763,0.00106154060140472,0
Grossulariaceae,195,194,0,0,0,0,1,0.994871794871795,0,0,0,0,0.00512820512820513,AM,AM,AM,MIX,76.154516,0.0692407993055034,0.0602061140887636,0.0395975847427114,0
Grubbiaceae,3,3,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,43.585557,0.0252058792931821,0.0159031392109993,0.00418307277325731,0
Gunneraceae,69,69,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,100.100512,0.0422985499274695,0.0355177809828726,0.020520611659764,0
Gyrostemonaceae,17,0,0,17,0,0,0,0,0,1,0,0,0,NM,NM,NM,NM,35.752468,0.0792452522174474,0.0614565846849012,0.0267257478568315,0
Haemodoraceae,101,0,0,101,0,0,0,0,0,1,0,0,0,NM,NM,NM,NM,65.640753,0.0703087686523227,0.0598991549156105,0.0365305875269038,0
Halophytaceae,1,0,0,1,0,0,0,0,0,1,0,0,0,NM,NM,NM,NM,22.340991,0,0,0,0
Haloragaceae,92,64,0,26,0,0,2,0.695652173913043,0,0.282608695652174,0,0,0.0217391304347826,AM,AM,MIX,MIX,54.464106,0.0830232773314785,0.0704950947435603,0.0424598069019477,0.601153811179404
Hamamelidaceae,99,99,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,103.553448,0.0443743780519466,0.0377778150412543,0.0229789174584527,0
Hanguanaceae,10,10,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,76.02555,0.0302869902683249,0.022423357571743,0.00844260759931884,0
Haptanthaceae,1,1,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,NA,NA,NA,NA,0
Heliconiaceae,204,204,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,67.516712,0.0787674612152946,0.0685735821758984,0.0453029625126795,0
Helwingiaceae,4,4,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,61.299113,0.0226152434068645,0.0149478628161252,0.00428006624610524,0
Hernandiaceae,51,51,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,93.864112,0.0418884869727881,0.0347107799626494,0.0190888661390421,0
Himantandraceae,1,1,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,53.387417,0,0,0,0
Huaceae,4,4,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,109.900127,0.012614128836447,0.00833748565071408,0.00238729719090762,0
Humiriaceae,63,63,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,89.784771,0.0461451834230499,0.0386004871895227,0.0219868136214549,0
Hydatellaceae,12,0,0,0,0,0,12,0,0,0,0,0,1,UNK,UNK,UNK,UNK,186.724732,0.013307860309517,0.0100243934311904,0.0039734283551114,0
Hydnoraceae,10,10,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,99.687854,0.023097950257752,0.0171008605746335,0.0064386368089777,0
Hydrangeaceae,237,208,0,1,0,0,28,0.877637130801688,0,0.00421940928270042,0,0,0.118143459915612,AM,AM,AM,MIX,71.443813,0.0765365104622164,0.0668934550443371,0.0448288845240989,0.0303346319749826
Hydrocharitaceae,133,67,0,66,0,0,0,0.503759398496241,0,0.496240601503759,0,0,0,AM,MIX,MIX,MIX,74.071953,0.0660216037266056,0.0567649757984775,0.0358197922040373,0.693118914139507
Hydroleaceae,11,5,0,6,0,0,0,0.454545454545455,0,0.545454545454545,0,0,0,NM,MIX,MIX,MIX,54.300777,0.0441595020417179,0.0329969397901628,0.0127649587879736,0.689009238476659
Hydrostachyaceae,19,0,0,0,0,0,19,0,0,0,0,0,1,UNK,UNK,UNK,UNK,85.481188,0.0344454616045631,0.0269367465154327,0.0120449825426053,0
Hypericaceae,584,582,0,0,0,0,2,0.996575342465753,0,0,0,0,0.00342465753424658,AM,AM,AM,MIX,71.185027,0.0894837194179645,0.0797704925597894,0.0573520791950206,0
Hypoxidaceae,154,152,0,0,0,0,2,0.987012987012987,0,0,0,0,0.012987012987013,AM,AM,AM,MIX,39.770192,0.126651452988048,0.109385389347864,0.0701823392708971,0
Icacinaceae,212,194,0,0,0,0,18,0.915094339622642,0,0,0,0,0.0849056603773585,AM,AM,AM,MIX,59.490052,0.0900417144478544,0.0784693377835588,0.0520352143669955,0
Iridaceae,2315,2106,0,190,0,0,19,0.909719222462203,0,0.08207343412527,0,0,0.008207343412527,AM,AM,AM,MIX,97.875013,0.0791536545340774,0.0720761044305858,0.0556675279826298,0.285441265051003
Irvingiaceae,11,11,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,71.618597,0.0334814611461653,0.0250180755318071,0.00967831275108538,0
Iteaceae,19,19,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,84.996376,0.0346419355475396,0.0270903913949701,0.012113686084465,0
Ixioliriaceae,4,4,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,77.419167,0.0179063456097363,0.0118354506691367,0.00338887997164179,0
Ixonanthaceae,20,20,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,87.55776,0.0342143548847525,0.0268551326251777,0.012160095655627,0
Joinvilleaceae,4,4,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,53.862516,0.0257376458448374,0.0170116585692758,0.00487099905372952,0
Juglandaceae,89,39,41,0,0,0,9,0.438202247191011,0.460674157303371,0,0,0,0.101123595505618,MIX,MIX,MIX,MIX,46.992299,0.0955185523000724,0.0810060918656123,0.0485692854839157,0.692834647999721
Juncaceae,506,143,0,361,0,0,2,0.282608695652174,0,0.713438735177866,0,0,0.00395256916996047,NM,NM,MIX,MIX,48.67957,0.127908620994135,0.113710203747306,0.0809699388813354,0.59644189290205
Juncaginaceae,35,0,0,35,0,0,0,0,0,1,0,0,0,NM,NM,NM,NM,63.488798,0.0559996121125086,0.0455256966417314,0.0233364717493032,0
Kirkiaceae,5,5,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,67.636712,0.0237953304476732,0.0162428399634227,0.00497469830616859,0
Koeberliniaceae,2,0,0,2,0,0,0,0,0,1,0,0,0,NM,NM,NM,NM,63.989197,0.0108322531467295,0.00633646188915551,0.00148947297782663,0
Krameriaceae,25,25,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,83.605805,0.0385006259418015,0.0306790821218878,0.0146374457087294,0
Lacistemataceae,13,13,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,91.360478,0.0280750430997256,0.0212992553416294,0.00863017989424563,0
Lactoridaceae,1,1,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,99.687854,0,0,0,0
Lamiaceae,7886,7817,0,23,0,0,46,0.991250317017499,0,0.00291656099416688,0,0,0.00583312198833376,AM,AM,AM,MIX,41.394588,0.216763706270916,0.200021894959748,0.161165991885115,0.0200370825708957
Lanariaceae,1,1,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,39.770192,0,0,0,0
Lardizabalaceae,37,30,0,0,0,0,7,0.810810810810811,0,0,0,0,0.189189189189189,AM,AM,AM,MIX,126.223926,0.0286072381605705,0.0233271066150045,0.0120900716041351,0
Lauraceae,2978,2863,0,21,0,0,94,0.961383478844862,0,0.00705171255876427,0,0,0.0315648085963734,AM,AM,AM,MIX,90.236337,0.0886450789025706,0.0809673354998146,0.063161248724248,0.0430977772924627
Lecythidaceae,341,338,0,3,0,0,0,0.991202346041056,0,0.00879765395894428,0,0,0,AM,AM,AM,MIX,75.501572,0.0772418682525381,0.0681000861346657,0.0470897223370318,0.0504005138252626
Fabaceae,24505,21064,816,808,0,0,1817,0.859579677616813,0.0332993266680269,0.0329728626810855,0,0,0.0741481330340747,AM,AM,AM,MIX,69.419194,0.145588444275853,0.135604082120997,0.112424448041086,0.307320470829118
Lentibulariaceae,312,219,0,91,0,0,2,0.701923076923077,0,0.291666666666667,0,0,0.00641025641025641,AM,AM,MIX,MIX,42.32815,0.135678105180819,0.119378144567627,0.0819515152477954,0.605298349340976
Lepidobotryaceae,2,2,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,88.114389,0.00786644710842795,0.00460157657233672,0.00108166419680133,0
Liliaceae,746,662,0,0,0,0,84,0.887399463806971,0,0,0,0,0.112600536193029,AM,AM,AM,MIX,79.090892,0.0836344796845098,0.0748874852059182,0.0546729534451954,0
Limeaceae,20,0,0,0,0,0,20,0,0,0,0,0,1,UNK,UNK,UNK,UNK,57.674353,0.0519421912466706,0.0407698593023398,0.0184607313582248,0
Limnanthaceae,9,0,0,9,0,0,0,0,0,1,0,0,0,NM,NM,NM,NM,77.696066,0.0282797404097167,0.0207145354365059,0.00756520497321086,0
Linaceae,213,189,0,0,0,0,24,0.887323943661972,0,0,0,0,0.112676056338028,AM,AM,AM,MIX,103.308771,0.0518958082049919,0.0452316757738015,0.0300080260259628,0
Linderniaceae,164,34,0,120,0,0,10,0.207317073170732,0,0.731707317073171,0,0,0.0609756097560976,NM,NM,MIX,MIX,32.922517,0.154905119430091,0.134035872571366,0.0865883523274886,0.527892427278597
Loasaceae,314,2,0,308,0,0,4,0.00636942675159236,0,0.980891719745223,0,0,0.0127388535031847,NM,NM,NM,MIX,71.443813,0.0804743300292252,0.0708168453756197,0.0486405622027566,0.0389689829082861
Loganiaceae,351,345,0,0,0,0,6,0.982905982905983,0,0,0,0,0.0170940170940171,AM,AM,AM,MIX,46.338847,0.126476738263813,0.111579901740718,0.0773329327433656,0
Loranthaceae,886,0,0,875,0,0,11,0,0,0.987584650112867,0,0,0.0124153498871332,NM,NM,NM,MIX,40.491799,0.167607197462505,0.150516844207135,0.110991330004399,0
Lowiaceae,17,17,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,65.2459,0.0434236226959275,0.0336760559259083,0.014644773771646,0
Lythraceae,604,561,0,36,0,0,7,0.928807947019868,0,0.0596026490066225,0,0,0.0115894039735099,AM,AM,AM,MIX,86.492896,0.0740358398675287,0.0660410454688775,0.0475851778964849,0.227796326486986
Magnoliaceae,250,248,0,0,0,0,2,0.992,0,0,0,0,0.008,AM,AM,AM,MIX,87.356745,0.0632058911748858,0.055316916382036,0.0372523377411268,0
Malpighiaceae,1301,1291,0,0,0,0,10,0.992313604919293,0,0,0,0,0.00768639508070715,AM,AM,AM,MIX,93.861101,0.076398938453881,0.0690223060797952,0.0519405512108914,0
Malvaceae,4465,4351,48,18,0,0,48,0.974468085106383,0.0107502799552072,0.00403135498320269,0,0,0.0107502799552072,AM,AM,AM,MIX,76.972639,0.109181971704395,0.100179769747016,0.0792938000872755,0.0863962751275682
Marantaceae,569,318,0,251,0,0,0,0.558875219683655,0,0.441124780316344,0,0,0,AM,MIX,MIX,MIX,67.555137,0.0939067066672714,0.0836722332495403,0.0600544822472691,0.68619848782374
Marcgraviaceae,137,136,0,0,0,0,1,0.992700729927007,0,0,0,0,0.0072992700729927,AM,AM,AM,MIX,45.042083,0.109230759284115,0.0940033458176714,0.0595225919883477,0
Martyniaceae,21,21,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,31.120642,0.0978296796616028,0.0770516004392959,0.0353017231671541,0
Mayacaceae,6,0,0,0,0,0,6,0,0,0,0,0,1,UNK,UNK,UNK,UNK,56.913385,0.0314822158131704,0.0220117458923831,0.00712424868259311,0
Melanthiaceae,181,177,0,0,0,0,4,0.977900552486188,0,0,0,0,0.0220994475138122,AM,AM,AM,MIX,85.865624,0.0605422378490585,0.0525339396184537,0.0342912430143924,0
Melastomataceae,4079,4016,0,0,0,0,63,0.98455503799951,0,0,0,0,0.0154449620004903,AM,AM,AM,MIX,65.427441,0.127066059932216,0.116475670916707,0.091906789368233,0
Meliaceae,669,664,0,0,0,0,5,0.992526158445441,0,0,0,0,0.00747384155455904,AM,AM,AM,MIX,53.582456,0.121416309475031,0.108508100707908,0.078692962393257,0
Melianthaceae,20,20,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,109.43428,0.0273747154324403,0.0214866425507938,0.00972922503800846,0
Menispermaceae,448,446,0,0,0,0,2,0.995535714285714,0,0,0,0,0.00446428571428571,AM,AM,AM,MIX,127.972536,0.0477039326032813,0.0423049810248529,0.0298665511942356,0
Menyanthaceae,55,11,0,37,0,0,7,0.2,0,0.672727272727273,0,0,0.127272727272727,NM,NM,MIX,MIX,72.430186,0.0553268382499041,0.0460057428290354,0.0256287894989753,0.538267453228341
Metteniusaceae,3,0,0,0,0,0,3,0,0,0,0,0,1,UNK,UNK,UNK,UNK,101.530618,0.0108205023303228,0.00682697686878992,0.00179572980432321,0
Misodendraceae,8,0,0,8,0,0,0,0,0,1,0,0,0,NM,NM,NM,NM,37.510831,0.0554357631181201,0.0400971494546808,0.0141460009526894,0
Mitrastemonaceae,2,0,0,2,0,0,0,0,0,1,0,0,0,NM,NM,NM,NM,91.169344,0.00760285365835193,0.00444738428860653,0.00104541916857847,0
Molluginaceae,103,41,0,61,0,0,1,0.398058252427184,0,0.592233009708738,0,0,0.00970873786407767,NM,MIX,MIX,MIX,49.611464,0.0934205245027568,0.0796437637595502,0.0486966838612352,0.673798691230853
Monimiaceae,134,134,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,90.236337,0.0542779102386538,0.0466788406745553,0.0294810231189444,0
Montiaceae,113,75,0,8,0,0,30,0.663716814159292,0,0.0707964601769911,0,0,0.265486725663717,AM,AM,MIX,MIX,22.340991,0.211601527376845,0.180970095186671,0.111966203815185,0.317067826487418
Montiniaceae,4,4,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,62.968517,0.0220156742951385,0.0145515691893165,0.00416659430723914,0
Moraceae,1217,1209,0,2,0,0,6,0.993426458504519,0,0.00164338537387017,0,0,0.00493015612161052,AM,AM,AM,MIX,65.482177,0.10848973596262,0.0979169991203851,0.0734387163625014,0.0122299394619245
Moringaceae,13,13,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,62.738324,0.0408832941960888,0.031016291558176,0.012567395972584,0
Muntingiaceae,3,3,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,48.376105,0.0227098128025832,0.0143282965951878,0.00376883498152558,0
Musaceae,78,78,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,83.500472,0.0521758586788538,0.0440273040840665,0.025907913738027,0
Myodocarpaceae,15,15,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,73.389673,0.036899608492631,0.028334252718088,0.0119290453488449,0
Myricaceae,53,48,0,4,0,0,1,0.905660377358491,0,0.0754716981132075,0,0,0.0188679245283019,AM,AM,AM,MIX,46.992299,0.0844881395045627,0.0701356804442432,0.0388265594762888,0.271189373041844
Myristicaceae,170,165,0,0,0,0,5,0.970588235294118,0,0,0,0,0.0294117647058824,AM,AM,AM,MIX,70.05683,0.0733090326389342,0.0634986820834273,0.0411780080949525,0
Myrothamnaceae,2,2,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,100.100512,0.00692451184025857,0.00405057976235091,0.000952144778283701,0
Myrtaceae,5970,5279,674,0,0,0,17,0.884254606365159,0.112897822445561,0,0,0,0.00284757118927973,AM,AM,AM,MIX,72.545041,0.119849711111014,0.110297305035461,0.0881304004761243,0.353195478737337
Nartheciaceae,36,32,0,4,0,0,0,0.888888888888889,0,0.111111111111111,0,0,0,AM,AM,AM,MIX,123.899355,0.0289228215793061,0.0235495231761641,0.0121395094976586,0.348832095843032
Nelumbonaceae,2,0,0,2,0,0,0,0,0,1,0,0,0,NM,NM,NM,NM,120.700469,0.005742704948064,0.00335926704732327,0.000789642166214987,0
Nepenthaceae,7,1,0,6,0,0,0,0.142857142857143,0,0.857142857142857,0,0,0,NM,NM,NM,MIX,75.684769,0.025710723237529,0.0183166888059061,0.00621001603698804,0.410116318288409
Neuradaceae,7,7,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,75.241753,0.025862105433074,0.0184245356580128,0.00624657999722223,0
Nitrariaceae,12,12,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,73.834066,0.033655286569048,0.0253514709172537,0.010048713079534,0
Nothofagaceae,38,0,38,0,0,0,0,0,1,0,0,0,0,EM,EM,EM,EM,82.105499,0.0443038067368227,0.0361780209821233,0.0188484635933583,0
Nyctaginaceae,450,110,141,156,0,0,43,0.244444444444444,0.313333333333333,0.346666666666667,0,0,0.0955555555555556,MIX,MIX,MIX,MIX,36.017721,0.169617827367933,0.150434841753112,0.106238401842984,1.08840649769956
Nymphaeaceae,70,36,0,31,0,0,3,0.514285714285714,0,0.442857142857143,0,0,0.0428571428571429,AM,MIX,MIX,MIX,112.572432,0.0377401035632717,0.0317087641535662,0.0183602923269258,0.690360005607988
Ochnaceae,560,382,0,162,0,0,16,0.682142857142857,0,0.289285714285714,0,0,0.0285714285714286,AM,AM,MIX,MIX,88.073512,0.0718483530409142,0.0639985121174997,0.0458854796335621,0.608983660835064
Olacaceae,149,145,0,3,0,0,1,0.973154362416107,0,0.0201342281879195,0,0,0.00671140939597315,AM,AM,AM,MIX,115.161,0.0434517441316545,0.0374908876575951,0.023966533288465,0.0990891013520366
Oleaceae,688,688,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,50.094505,0.130429252428651,0.116621455595853,0.084723869769079,0
Onagraceae,832,700,0,57,0,0,75,0.841346153846154,0,0.0685096153846154,0,0,0.0901442307692308,AM,AM,AM,MIX,88.200521,0.0762334775870679,0.0683883314204788,0.05024921073855,0.267130549610563
Oncothecaceae,1,1,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,59.490052,0,0,0,0
Opiliaceae,33,12,0,21,0,0,0,0.363636363636364,0,0.636363636363636,0,0,0,NM,NM,MIX,MIX,39.907478,0.0876153477166981,0.0709945475395919,0.0359602910835238,0.655481773901393
Orchidaceae,27801,89,0,0,26952,0,760,0.00320132369339232,0,0,0.969461530160786,0,0.0273371461458221,OM,OM,OM,MIX,123.864155,0.082613305441391,0.0770175686337754,0.0640263186248997,0.022100495022711
Orobanchaceae,1613,475,0,1128,0,0,10,0.294482331060136,0,0.699318040917545,0,0,0.00619962802231866,NM,NM,MIX,MIX,42.145904,0.175244813306774,0.158813147495186,0.120743172140318,0.607713408206631
Oxalidaceae,601,596,0,0,0,0,5,0.991680532445923,0,0,0,0,0.00831946755407654,AM,AM,AM,MIX,61.578127,0.103910190943859,0.0926808031161597,0.0667586700740883,0
Paeoniaceae,36,36,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,96.105048,0.0372875204063798,0.0303602234513663,0.0156503474903449,0
Pandaceae,17,17,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,71.618597,0.0395597437360609,0.0306795255614435,0.013341666620856,0
Pandanaceae,1062,441,0,621,0,0,0,0.415254237288136,0,0.584745762711864,0,0,0,NM,MIX,MIX,MIX,50.317102,0.138479938725443,0.124723065286669,0.0928861717324997,0.678713917477261
Papaveraceae,920,546,0,372,0,0,2,0.593478260869565,0,0.404347826086957,0,0,0.00217391304347826,AM,MIX,MIX,MIX,132.882466,0.0513564646673782,0.0461483974544494,0.0341017425566124,0.675074869328193
Paracryphiaceae,29,29,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,96.625831,0.0348488162548012,0.028026151734749,0.013816192346458,0
Passifloraceae,932,920,0,0,0,0,12,0.987124463519313,0,0,0,0,0.0128755364806867,AM,AM,AM,MIX,89.031943,0.0767964012049652,0.0690230698468234,0.0510418833226108,0
Paulowniaceae,20,16,0,4,0,0,0,0.8,0,0.2,0,0,0,AM,AM,MIX,MIX,28.181348,0.106301950976724,0.0834372882788814,0.0377806887375447,0.500402423538188
Pedaliaceae,67,43,0,18,0,0,6,0.641791044776119,0,0.26865671641791,0,0,0.0895522388059701,AM,AM,MIX,MIX,35.447619,0.118617067605894,0.0994808854331277,0.0572153590144457,0.606639493403571
Penaeaceae,45,45,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,65.42744,0.0581814371733071,0.0479232293962464,0.0257751022135396,0
Pentadiplandraceae,1,0,0,1,0,0,0,0,0,1,0,0,0,NM,NM,NM,NM,39.269562,0,0,0,0
Pentaphragmataceae,2,2,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,82.90316,0.00836092593527129,0.00489082814344066,0.00114965677791202,0
Pentaphylacaceae,429,428,0,0,0,0,1,0.997668997668998,0,0,0,0,0.00233100233100233,AM,AM,AM,MIX,71.825161,0.0843918319783233,0.0747737694333559,0.0526226988531554,0
Penthoraceae,2,0,0,0,0,0,2,0,0,0,0,0,1,UNK,UNK,UNK,UNK,54.464106,0.0127266787516891,0.00744462982846288,0.00174996317399068,0
Peridiscaceae,9,9,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,104.099331,0.0211069999800116,0.0154605980362554,0.00564640194375619,0
Petermanniaceae,1,1,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,85.865624,0,0,0,0
Petrosaviaceae,4,4,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,157.362255,0.00880957356082556,0.00582281139701611,0.00166726299434061,0
Philesiaceae,2,2,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,41.644148,0.0166445278352182,0.00973642462581212,0.00228868122849638,0
Philydraceae,6,6,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,100.894032,0.0177588251129468,0.0124166211188326,0.0040187224166853,0
Phrymaceae,199,194,0,0,0,0,5,0.974874371859296,0,0,0,0,0.0251256281407035,AM,AM,AM,MIX,34.21217,0.15471993810169,0.134606199664859,0.0887097482184635,0
Phyllanthaceae,2099,2042,27,0,0,0,30,0.9728442115293,0.0128632682229633,0,0,0,0.014292520247737,AM,AM,AM,MIX,102.347155,0.0747379477213669,0.067970091041139,0.0522819595392486,0.069587056296644
Phyllonomaceae,5,5,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,61.299113,0.0262554845195574,0.0179221563722808,0.00548902292633848,0
Physenaceae,2,0,0,0,0,0,2,0,0,0,0,0,1,UNK,UNK,UNK,UNK,33.824843,0.0204922512296641,0.0119871985247105,0.00281775675364775,0
Phytolaccaceae,62,19,0,43,0,0,0,0.306451612903226,0,0.693548387096774,0,0,0,NM,NM,MIX,MIX,36.496204,0.113083935662051,0.0945300378590493,0.0537068124686959,0.616232036996937
Picramniaceae,48,45,0,0,0,0,3,0.9375,0,0,0,0,0.0625,AM,AM,AM,MIX,112.392827,0.0344434882032809,0.0284597620945212,0.0154855627471716,0
Picrodendraceae,96,96,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,90.251095,0.0505738815852355,0.0430084953312028,0.0260537033613108,0
Pinaceae,255,0,255,0,0,0,0,0,1,0,0,0,0,EM,EM,EM,EM,266.716212,0.0207758782400465,0.0181917335565624,0.0122728348067281,0
Piperaceae,2658,1432,0,1200,0,0,26,0.53875094055681,0,0.451467268623025,0,0,0.00978179082016554,AM,MIX,MIX,MIX,105.089022,0.0750347570964471,0.0684425268576871,0.0531561177835299,0.689257284625756
Pittosporaceae,170,165,0,0,0,0,5,0.970588235294118,0,0,0,0,0.0294117647058824,AM,AM,AM,MIX,76.238753,0.067364669999918,0.0583498050649217,0.0378390332912018,0
Plantaginaceae,1614,922,0,634,0,0,58,0.571251548946716,0,0.392812887236679,0,0,0.0359355638166047,AM,MIX,MIX,MIX,32.922517,0.224359238658147,0.203324158207491,0.154588620138629,0.675918863329352
Platanaceae,9,9,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,94.810769,0.0231748418508895,0.0169752648291894,0.00619957702170013,0
Plocospermataceae,1,1,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM,61.394514,0,0,0,0
Plumbaginaceae,635,271,0,362,0,0,2,0.426771653543307,0,0.57007874015748,0,0,0.0031496062992126,NM,MIX,MIX,MIX,59.102373,0.1091940081474,0.0974927247469434,0.0704728663451518,0.68277783898568
Poaceae,11554,10569,0,716,0,0,269,0.914748139172581,0,0.0619698805608447,0,0,0.0232819802665743,AM,AM,AM,MIX,49.553379,0.188782019816271,0.174795877030879,0.142330970631386,0.236348709600275
Podocarpaceae,191,189,0,0,0,0,2,0.989528795811518,0,0,0,0,0.0104712041884817,AM,AM,AM,MIX,197.536807,0.0265888342927737,0.0231063175556332,0.0151654383760187,0
Podostemaceae,250,0,0,236,0,0,14,0,0,0.944,0,0,0.056,NM,NM,NM,MIX,79.297611,0.0696295997853232,0.0609388567654559,0.0410383481629162,0
